image,output,timestamp
.gradio\flagged\image\6e82a5bb1292e77479d0\image.png,"Class: Paper
Confidence: 71.94%

All probabilities:
- Paper: 71.94%
- Plastic: 15.78%
- Clothes: 10.87%
- Metal: 1.04%
- Cardboard: 0.23%
- Glass: 0.10%
- Battery: 0.03%",2026-06-16 17:37:05.419863
